assessmentId,internalTaxonId,scientificName,redlistCategory,redlistCriteria,yearPublished,assessmentDate,criteriaVersion,language,rationale,habitat,threats,population,populationTrend,range,useTrade,systems,conservationActions,realm,yearLastSeen,possiblyExtinct,possiblyExtinctInTheWild,scopes
97908365,97908360,Sanicula kauaiensis,Extinct,,2016,2016-06-29 00:00:00 UTC,3.1,English,<p><em>Sanicula kauaiensis</em> is assessed as Extinct. The taxon was endemic to the island of Kauaʻi and was only known from two collections. It was last seen in the 1950s and the impacts of alien invasive plants and animals probably resulted in its extinction.</p>,<p>The taxon was an erect&#160;perennial&#160;herb formerly found on steep grassy slopes. It is extinct and only known from two collections.&#160;</p>,This taxon is extinct. Invasive plants and animals were major threats contributing to the species' extinction.,This taxon is extinct.,,"<p>A Hawaiian plant species endemic to the island of Kauaʻi. It is only known from two collections: the type specimen (Rock 5080 BISH) collected from Mt. Waiʻaleʻale; and the oher specimen was collected from Kalahua side of Kalalau (Degner and Hatheway 21439, UC;&#160;Wagner <em>et al</em>. 1999).</p>",,Terrestrial,"This taxon&#160;has not been listed by the U.S. Fish and Wildlife Service, as it appears to have been extirpated before the Endangered Species Act was in force.",Oceanian,1950,false,false,Global
97909122,97909097,Schiedea amplexicaulis,Extinct,,2016,2016-07-13 00:00:00 UTC,3.1,English,"<p><em>Schiedea amplexicaulis</em><span class=""apple-converted-space"">&#160;is assessed as Extinct. The taxon was endemic to the Hawaiian islands of Kauaʻi and possibly Niʻihau, known from only two collections and its extinction is most likely to have been due to the impacts of alien invasive plants and animals.</p>","This taxon is known only from two collections which lack locality data, so its habitat and ecology are unknown. The first collection (Remy 548bis [GH Type]) was from either Kauaʻi or Niʻihau, and the second collection (Lydgate s.n. [BISH]) was from Kauaʻi (Wagner <em>et al</em>. 1999).",<p>This taxon is extinct.&#160;Invasive plants and animals were likely major threats contributing to the species' extinction.</p>,This taxon is known only from two collections and is now extinct.,,"This taxon was once endemic to the island of Kauaʻi and possibly Niʻihau, in the Hawaiian islands, but is now extinct.",,Terrestrial,This species is extinct.,Oceanian,1855,false,false,Global
97910101,97910096,Wikstroemia hanalei,Extinct,,2016,2016-07-06 00:00:00 UTC,3.1,English,The species appears to have been extinct for many years as it was last collected in 1897 and there have been no records of it since. It was probably driven to extinction through the impacts of alien invasive plant and animal species.,"Information is not available on the habitat in which this species was found, but presumably it was native lowland shrub land.","Threats were not recorded for this species, but the general threats in lower elevations of Kauaʻi are usually invasive introduced plants, rats and often, pigs.",No individuals of <em>Wikstoemia hanalei </em>have been reported since the type collection in 1897.,,"The type collection of <em>Wikstroemia hanalei</em>, a Kauaʻi island endemic, was made by Wawra in 1897 in Hanalei, and Waiʻoli, Moloaʻa, and Hoʻolulu Valleys on Kauaʻi.",,Terrestrial,"<em>Wikstroemia hanalei</em> has not been listed by the U.S. Fish and Wildlife Service, as it appears to have been extirpated before the Endangered Species Act was in force.",Oceanian,1897,false,false,Global
99166539,97111002,Calathus vicenteorum,Extinct,,2018,2016-07-16 00:00:00 UTC,3.1,English,"<em>Calathus vicenteorum </em>was endemic to Santa Maria (Azores, Portugal). It had a very small extent of occurrence (EOO = 0-4 km²) and area of occupancy (AOO = 0-4 km²). The species occurred only at one location and is considered extinct (Terzopoulou <em>et al.</em> 2015). The last record dates from 1957. Exhaustive surveys in known and/or expected habitat, at appropriate times (diurnal, seasonal, annual), throughout its historic range have failed to record an individual (Borges <em>et al</em>. 2016). Therefore, it is assessed as Extinct.<p></p>","The species occurred in the native forest of the Santa Maria Island (Azores), with an altitudinal range between 450 and 550 m. It is considered&#160;extinct (Terzopoulou <em>et al.</em> 2015). The last specimens found in 1957 were captured associated with<em> Calluna vulgaris</em>. This is a predator species with nocturnal activity.","In the past, the species has probably strongly declined due to changes in habitat size and quality and its large body size (Terzopoulou <em>et al.</em> 2015). Based on Ferreira <em>et al.</em> (2016) the habitat will further decline as a consequence of climate change (increasing number of droughts and&#160; habitat shifting &amp; alteration). The most important ongoing threat to this species is <em>Cryptomeria japonica</em> wood &amp; pulp plantations management and the spread of invasive plants (<em>Hedychium gardneranum</em> and <em>Pittosporum undulatum</em>) that are changing the habitat structure in the main native forest, namely decreasing the cover of bryophytes and ferns in the soil and promoting the spread of other plants.","The species is only known from a single subpopulation. A continuing decline in the number of mature individuals is inferred from historical records. According to Terzopoulou <em>et al.</em> (2015) this species is<span lang=""EN-US"">&#160;extinct<em>.</em>",,"<em>Calathus vicenteorum </em>is a single island endemic species restricted to Santa Maria (Azores, Portugal) (Borges <em>et al.</em> 2010), known from high elevation native forest (550 m a.s.l.). This large bodied species is considered extinct (Terzopoulou <em>et al.</em> 2015).&#160;The size of its remaining native habitat is 0.09 km².",The species is not utilised.,Terrestrial,"The species is not protected by regional law. Its habitat is in a regionally protected area (Natural Park of Santa&#160;Maria). Further research is needed into its ecology and life history in order to find extant specimens and obtain information on population size, distribution and trends.",Palearctic,1957,false,false,Global
101442020,44072,Acaena exigua,Extinct,,2016,2016-01-08 00:00:00 UTC,3.1,English,The last known individual of <em>A. exigua</em> was discovered in 1990s and has since died.,"A small, tufted perennial herb of bogs set within wet forests.","The reason for the disappearance of this species is not known. Though impact by herbivory and rooting from pigs is assumed to be the cause. Feral pigs have become established at Wai'ale'ale (Kaua' i) only within the past two decades. The other known habitat, Pu' u-kukui (West Maui), is pig-free and apparently has always been so.",<p>No individuals of&#160;<em>Acaena exigua</em> are currently known to exist. &#160;</p>,,Previously recorded on the Hawaiian islands of Maui and Kaua'i.  <em>A. exigua</em> is now thought to be extinct.,,Terrestrial|Freshwater (=Inland waters),None.,Oceanian,1990,false,false,Global
101749951,178595,Emoia nativitatis,Extinct,,2017,2017-02-20 00:00:00 UTC,3.1,English,"This species was endemic to Christmas Island and was abundant in the 1970s. However, its population declined dramatically due mainly to the impact of introduced species. It was last seen in the wild in August 2010 and the last known individual died in captivity in 2014. It is therefore considered Extinct.","Cogger <em>et al.</em> (1983) state that this species was found in forest clearings, usually in leaf litter but occasionally on low vegetation or tree buttresses. It was reported to be locally abundant wherever sunlight penetrates the canopy, especially along tracks or roads with available sunlight (Cogger <em>et al. </em>1983).","H. Cogger (pers. comm. 2010) reported that the rapid decline in population numbers was due to direct and indirect impacts on the island's forest ecology of supercolony development in the invasive Yellow Crazy Ant (<em>Anoplolepis gracilipes</em>). The rapidity of the decline in both this species and other endemic lizards suggests however that the threatening processes causing these declines are multiple and complex, and crazy ant infestations are concentrated in coastal and near-coastal areas of Christmas Island. In particular, declines appear to have taken place in most native lizard species following the introduction of the Indian Wolf Snake (<em>Lycodon capucinus</em>) in the early 1980s (Andrew <em>et al. </em>2016), and Wolf Snake predation is now understood to be the proximate cause of this skink's extinction. Due to mining on the island, there has been a loss of 25% of forest habitat, a possible contributing factor to the decline of the species (Threatened Species Scientific Committee 2014).","This species was formerly reported to be generally common. Declines were first reported in 1998 (Cogger and Sadlier 1999) but only understood to be extreme as late as 2005 (James 2004, Schulz and Barker 2008), only five years before the species was last recorded in the wild (Andrew <em>et al.</em> 2016). Despite extensive surveys, the forest skink was last seen in the wild in August 2010 and the last known individual died in captivity in 2014 (Andrew<em> et al.</em> 2016). Efforts to establish a captive breeding programme from August 2009 failed because only three individuals of this species, all female, could be captured (Andrew <em>et al. </em>2016). In 2013, before the last individual's death in 2014, the species was considered functionally extinct (Woinarski and Cogger 2013) and now presumably must be extinct.<span lang=""EN-US"">",,"This species was endemic to Christmas Island, an Australian territory in the Indian Ocean. It was last recorded in August 2010 (Andrew <em>et al.</em> 2010), and the results of extensive survey work suggest that it is now extinct.",There is no use or trade of this species.,Terrestrial,"This species is considered Critically Endangered by the Australian government in the Environment Protection and Biodiversity Conservation Act 1999. Following the failure to establish a captive breeding programme this species appears to have become extinct, and no further conservation measures are possible as a result.",Indomalayan,2010,false,false,Global
102327566,102327291,Cryptoblepharus egeriae,Extinct in the Wild,,2017,2017-02-20 00:00:00 UTC,3.1,English,"The species was considered to be abundant in the 1970s, but it has undergone a decline in numbers. Many recent intensive surveys in the island, at appropriate times, seasons, and habitats have not recorded the species again. The last individual recorded&#160;in the wild was in August 2010. There is a successful captive breeding programme and the population is increasing in captivity. The species is therefore listed as Extinct in the Wild.","This species was widely distributed in the island, inhabiting primary and secondary forests, open areas and degraded areas.","<p>The main threat to this species was predation by the introduced Wolf Snake (<em>Lycodon capucinus)</em>, which is presumed to have driven the species to near-extinction in the wild following its arrival on the island in around 1982; the majority of the remaining wild population was taken into captivity from 2009 and the wild population has apparently subsequently been lost. Secondary threats are likely to have existed from other exotic predators, including Yellow Crazy Ants (<em>Anoplolepis gracilipes</em>), feral cats, rats and an invasive centipede (<em>Scolopendra subspinipes</em>) (Andrew&#160;<em>et al.&#160;</em>2016) - most of these species have, however, been established for a century or more and cannot be considered major drivers of the observed decline, while crazy ant populations are concentrated in coastal and near coastal areas.&#160;The captive population was infected by the&#160;<em>Enterococcus</em>&#160;virus, probably originating in Asia, however, this may not be a severe threat as the captive population is increasing.</p>","The species was considered to be abundant in the late 1970s. Declines were first reported in 1992 (Rumpff 1992) and it has subsequently undergone a dramatic decline in numbers. &#160;From August 2009 as many individuals as possible were taken into captivity, a total of 64 animals, in order to develop a captive breeding programme (Andrew<em>&#160;et al.</em>&#160;2016). It was last recorded in August 2010 (Andrew<em> et al.</em> 2016) and many recent intensive surveys in the island, at appropriate times, seasons, and habitats have not recorded the species again. There is a successful captive breeding programme and the population is increasing (Andrew <em>et al</em>. 2016).",,"This species was endemic to Christmas Island in the Indian Ocean. Recent surveys in the island have not recorded the species, which was last reported in the wild in August 2010 (Andrew<em> et al</em>. 2016).",There is no evidence that this species is or was utilized.,Terrestrial,"Listed as critically endangered under the EPBC Act 1999. Approved conservation advice was &#160;released in 2013. The Christmas Island National Park has initiated a captive breeding programme with the intention of reintroduction, and a secondary captive population was established at Taronga Zoo with a founder population of 83 individuals (Andrew <em>et al.</em> 2016). Reintroduction of this species to the wild is not feasible in the forseeable future, as it is not presently possible to eradicate Wolf Snakes and other exotic predators from Christmas Island. Trials are, however, underway to release captive animals into outdoor enclosures protected from these predators (J. Woinarski pers. comm. 2017). There is the intention to release this species in Cocos (Keeling) Islands (J.P. Emery pers. comm. 2017)",Indomalayan,2010,false,false,Global
102425860,102425846,Partula cootei,Extinct,,2022,2017-09-04 00:00:00 UTC,3.1,English,"<em>Partula cootei</em> was present throughout Raivavae islands until the mid or late 20th century. <em>Partula hyalina</em> was introduced to the Austral islands in the 1800s and by 1900 had dominated Partulid populations on the islands. Specimens from the 1930s appear to be a mixture of the two species and hybrids. In 2005, old shells of <em>P. cootei </em>were found, however no live specimens have been seen since 1934. On Rurutu, it is known only from subfossil shells. This species is considered to have become extinct in the mid-20th century.","Formerly, this species was recorded from woodland.",Decline and extinciton of this species can largely be attributed to hybridisation with the introduced <em>Partula hyalina</em>. Habitat degradation may also have contributed to the decline.,No historical population data are available for this species. It is now Extinct.,,"This species was endemic to Rurutu and Raivavae islands, Austral islands. This species was present throughout Raivavae islands until the mid or late 20th century.&#160;<em>Partula hyalina</em>&#160;was introduced to the Austral islands in the 1800s and dominated partulid populations on the islands by 1900. The specimens from the 1930s appear to be a mixture of the two species and hybrids. In 2005 old shells of&#160;<em>P. cootei&#160;</em>were found, but no live specimens have been seen since 1934. On Rurutu it is known only as subfossil shells.","Many partulids were used in necklace making, but no trade was ever recorded in this species.",Terrestrial,No conservation actions were taken prior to its extinction.,Oceanian,1934,false,false,Global
102425916,102425893,Partula pearcekellyi,Extinct,,2024,2017-09-04 00:00:00 UTC,3.1,English,"<em>Partula pearcekellyi</em> was a tree snail species endemic to Raiatea in the Society Islands (French Polynesia). It is now Extinct. This species was known from a single valley, and in about 1990, the predatory Rosy Wolfsnail (<em>Euglandina rosea</em>) invaded the valley. A single shell was found in 1992; its final extinction is estimated to have occurred in 1991 or 1992.",This snail was recorded from woodland where it was present on trees and shrubs,The extinction of this species was caused by predation by the invasive Rosy Wolfsnail (<em>Euglandina rosea</em>).,This species is now Extinct.,,This species was endemic to Raiatea in the Society Islands (French Polynesia). It is now Extinct.,Many partulids were used in necklace making but no trade was recorded in this species.,Terrestrial,No conservation actions were in place prior to the extinction of this species,Oceanian,1992,false,false,Global
102426004,102425998,Partula magistri,Extinct,,2024,2017-09-04 00:00:00 UTC,3.1,English,"<em>Partula magistri</em> was a tree snail species endemic to Raiatea in the Society Islands (French Polynesia). This species is known from a single individual found in the freshly killed partulid shells left by the invading predatory species Rosy Wolfsnail (<em>Euglandina rosea</em>). As <em>P. magistri</em>&#160;was a large, conspicuous species, it is highly unlikely that any survivors have been overlooked and it is therefore assessed as Extinct. Its extinction can be dated to 1992.",This species was known from forest habitat at around 300 m above sea level.,This species was driven to extinction by the introduced predatory Rosy Wolfsnail (<em>Euglandina rosea</em>). The only known specimen was found in a mass of shells freshly killed by the predators in 1992.,There are no historical population data available for this species. It is now Extinct.,,This species was endemic to the French Polynesian island of Raiatea. It is now Extinct.,Many partulids were used in necklace making but no trade in this species was recorded.,Terrestrial,No conservation actions were in place before its extinction.,Oceanian,1992,false,false,Global
102426039,102426035,Partula clarkei,Extinct,,2024,2017-09-04 00:00:00 UTC,3.1,English,<em>Partula clarkei</em> was a tree snail species endemic to the west of Raiatea in French Polynesia. This species has not been seen in the wild since 1991 and the last captive animal died in 1996. It is now considered Extinct (Gerlach 2016).,This species was found on trees and shrubs in forest habitat&#160;(Gerlach 2016).,The main cause for this snail's extinction was the introduced predatory Rosy Wolfsnail (<em>Euglandina rosea</em>) (Gerlach 2016).,"No historical population data are available, and this species is now extinct&#160;(Gerlach 2016).",,This species was endemic to the west of Raiatea in French Polynesia&#160;(Gerlach 2016).,Many partulids were used in necklace making but no trade was recorded in this species.,Terrestrial,"The last survivors of this species were collected from the wild in 1991 and bred in captivity. However, a disease is thought to have caused population decline in captivity and the last <em>Partula clarkei</em>&#160;individual died in 1996&#160;(Gerlach 2016).",Oceanian,1991,false,false,Global
103137318,103135035,Partula navigatoria,Extinct in the Wild,,2022,2016-10-08 00:00:00 UTC,3.1,English,"<em>Partula navigatoria</em> was endemic to Raiatea in the Society Islands, French Polynesia. After the introduction of the carnivorous Rosy Wolf Snail (<span style=""font-style: italic;"">Euglandina rosea) </span>in the late 1980s, native Partulid species began disappearing rapidly. By 1992, there were few individuals left, and no live individuals were found during surveys in 1994 and 2000 or during subsequent scientific expeditions to high altitudes. Live animals found in 1992 formed the successful basis of the conservation breeding programme. Reintroductions to Raiatea started in 2016. The species is assessed as Extinct in the Wild and should be reassessed when results of the reintroduction programme are known.",This species was found in forest habitats where it occurred on the ground or on low vegetation.,"The extinction of this species in the wild was attributed to predation by the introduced carnivorous Rosy Wolf Snail&#160; <span style=""font-style: italic;"">Euglandina rosea</span>). The predatory flatworm, <em>Platydemus manokwari</em>, was found to be present at the reintroduction site in 2016.","The species is Extinct in the Wild. In the late 1980s, native Partulid species began disappearing rapidly after the introduction of the carnivorous Rosy Wolf Snail (<em>Euglandina rosea</em>) (Coote and Loeve 2003). By 1992 there were few individuals left, and no live individuals were found during surveys in 1994 and 2000 or during subsequent scientific expeditions to high altitudes. Live animals found in 1992 were collected to begin a conservation breeding programme. Reintroductions to Raiatea started in 2016.",,"This species was endemic to Raiatea in the Society Islands, French Polynesia.","In the past, many Partulids were used in necklace making, but no trade was recorded in this species.",Terrestrial,This species has been bred in captivity since 1991–1992. Experimental reintroductions started in 2016.,Oceanian,1992,false,false,Global
103142636,103142290,Partula auriculata,Extinct,,2024,2017-09-04 00:00:00 UTC,3.1,English,"<em>Partula auriculata</em> was a tree snail species endemic to the north of Raiatea, Society Islands. After the introduction of the carnivorous Rosy Wolfsnail (<em>Euglandina rosea</em>) to the islands in the late 1980s, species began disappearing rapidly. By 1992 there were few left and no live individuals of <span style=""font-style: italic;"">Partula auriculata</span> were found during surveys in 1992, or in any survey since. Old shells were found in 1994.","This snail originally was found in woodland habitats, where it occurred on trees and shrubs.","The extinction of this species is attributed to the introduction of the carnivorous Rosy Wolfsnail (<em>Euglandina rosea</em>) in the late 1980s and like many of the Pacific Partulids, the predatory introduced species found the tree snails easy to find, and hence led to a rapid demise (Cooke and Loeve 2003).",The species is now extinct.,,"This species was endemic to the north of Raiatea, Society Islands. It is now extinct.",Many partulids were used in necklace making but no trade was recorded in this species.,Terrestrial,No conservation actions were taken before the species became extinct.,Oceanian,1992,false,false,Global
103142935,103142760,Partula dentifera,Extinct,,2024,2016-10-08 00:00:00 UTC,3.1,English,"<em>Partula dentifera</em> was a tree snail species endemic to Raiatea in the Society Islands. It was last seen alive in 1972; there were no further surveys within its range until 1991 by which time only empty shells could be found. Its extinction can be attributed to the carnivorous Rosy Wolfsnail (<em>Euglandina rosea</em>) which was introduced in the late 1980s. Living animals previously thought to be this species were found in 1991-2 and bred in captivity, but these are actually <em>P. navigatoria</em>. <em>Partula dentifera</em> is assessed as Extinct.",This species was found on trees in forest habitats.,The extinction of this species is attributed to predation from the introduced carnivorous Rosy Wolfsnail (<em>Euglandina rosea</em>).,There are no populations of this species remaining.,,"This species was endemic to Raiatea, Society Islands.",Many partulids were used in necklace making but no trade was recorded in this species.,Terrestrial,"This species was thought to be present in the <em>Partula </em>conservation breeding programme, but this was a misidentification of<em> P. navigatoria.</em>",Oceanian,1972,false,false,Global
103143264,103143220,Partula garrettii,Extinct in the Wild,,2022,2016-10-08 00:00:00 UTC,3.1,English,"<em>Partula garrettii </em>was endemic to Raiatea in the Society Islands, French Polynesia. After the introduction of the carnivorous Rosy Wolf Snail (<span style=""font-style: italic;"">Euglandina rosea) </span>in the late 1980s, native Partulid species began disappearing rapidly. By 1991, there were few left and no live individuals were found during surveys in 1992, 1994 and 2000, or during subsequent scientific expeditions to high altitudes. It has been bred successfully in captivity, and reintroductions started in 2016. The invasive predatory flatworm, <em>Platydemus manokwari</em>, was found in the reintroduction site in 2016.",This species was found in forest habitat where it occurred on trees and shrubs. One population was ground-dwelling.,"The extinction of this species in the wild is attributed to predation from the introduced carnivorous Rosy Wolf Snail (<span style=""font-style: italic;"">Euglandina rosea</span>). Reintroduced animals are also threatened by the invasive predatory flatworm, <em>Platydemus manokwari, </em>which was found at the reintroduction site in 2016.",The species is now Extinct in the Wild.,,"This species was endemic to Raiatea in the Society Islands, French Polynesia. Originally, it was originally known from&#160;several valleys on the west side of Raiatea Island, with different valleys supporting three different subspecies: <em>P. g. garrettii</em>, <em>P. g. rustica</em> and <em>P. g. thalia</em>.&#160;A small number of snails were found alive in one valley in 1991, which were the origin of the population that still survives in captivity today. In 1992, freshly dead snails were found on Raiatea, which were the last records of this species in the wild.","In the past, many Partulids were used for necklace making, but no trade in this species was recorded.",Terrestrial,"The last survivors of this species were brought into captivity in 1991. Successful captive breeding allowed experimental reintroductions to start in 2016.<br/><br/>Initially, animals in the conservation breeding programme were identified as <em>P. garrettii</em>, then re-identified (incorrectly) as <em>P. tristis</em>. They are now confirmed to be <em>P. garrettii</em>; there are no captive populations of <em>P. trisis</em>.",Oceanian,1991,false,false,Global
103159915,103159873,Partula lugubris,Extinct,,2024,2017-01-06 00:00:00 UTC,3.1,English,"<em>Partula lugubris</em> was a tree snail species endemic to Raiatea in the Society Islands (French Polynesia). It was last collected alive in 1927; there were no further surveys within its range until 1991, by which time it was already extinct. Its extinction can be attributed to the carnivorous Rosy Wolfsnail (<em>Euglandina rosea</em>) which was introduced in the late 1980s. It is assessed as Extinct.",This species was present in woodland habitat where it occurred on trees and shrubs.,The extinction of this species is attributed to predation by the introduced carnivorous Rosy Wolfsnail (<em>Euglandina rosea</em>).,The species is now Extinct.,,"This species was endemic to Raiatea, Society Islands. It is now Extinct.",Many partulids were used in necklace making but no trade n this species was recorded.,Terrestrial,No conservation measures were in place by the time of its extinction.,Oceanian,1927,false,false,Global
103163529,103163335,Partula diminuta,Extinct,,2024,2016-10-08 00:00:00 UTC,3.1,English,"<em>Partula diminuta</em> was endemic to Tahiti in the Society Islands. After the introduction of the carnivorous Rosy Wolfsnail (<em>Euglandina rosea</em>) to Tahiti in 1977, native partulid populations and species began to disappear rapidly as a result of predation. No live individuals were found in the range valley of this species (Pirae) during searches in the 1980s and 1990s or during the intensive surveys on the main island of Tahiti Nui 2003–2005. This species is assessed as Extinct.",This species was found on the ground or on low vegetation in forest habitats.,The extinction of this species is attributed to predation from the introduced carnivorous Rosy Wolfsnail (<em>Euglandina rosea</em>).<em></em>,The species is now extinct.,,"This species was endemic to Tahiti, Society Islands, where its distribution was restricted to the Pirae Valley.",Many partulids were used in necklace making but no trade was recorded in this species.,Terrestrial,"Since this species is now Extinct, it is too late to implement any conservation actions.",Oceanian,1980,false,false,Global
103193535,103192401,Tokea orthostichon,Extinct,,2017,2016-12-03 00:00:00 UTC,3.1,English,"<p><span class=""st""><span class=""st""><em>Tokea orthostichon</em> (Schmarda, 1861) was not found at its type locality during a survey conducted in 2011 (Blakemore 2012), and neither is it known to have been reported in or around Auckland by Benham (1905, 1906) nor elsewhere during Dr Ken Lee's decade long, national earthworm survey (Lee 1959). Literature, museum and field searches have failed to find any other specimens either (Blakemore, 2000, 2010, 2011, 2013, 2014, 2016). &#160;As this species has been unseen for more than 150 years, despite the surveys, and its habitat transformed this species it is considered Extinct.</span></p>","Schmarda (1861) recorded the type location as in dark soil. Currently the site is&#160;grassed over with cattle grazing its flanks&#160;whereas in Schmarda’s time (only 20 years after Auckland was established) it is likely to have had little cultivation since its former use as a Maori ""pa"" hillfort.","<span class=""st"">Although the original bush habitat of this species was probably already substantially modified by Maori, the arrival of European pakeha settlers transformed the land, with the introduction of crops and stock with exotic plants which replaced native vegetation. These introductions had deleterious consequences for resident earthworms, as was noted by Smith (1894) and Lee (1961). After the only collection of this species, rapid urbanisation has meant that what was once an outer suburb 10 km from Auckland city centre is now fully encompassed. The hill at Mt Wellington is surrounded on three sides by houses, industries or retail stores and, on one quadrant, by what was the           country’s largest quarry for aggregate (a mixture of           crushed rock) that from 2008 was developed as a housing area now called Stonefields.&#160; <span class=""st""><span class=""st""> In 1963, a 45,100 m³&#160;reservoir was <span class=""st"">constructed near the summit of the cone.&#160; One lower slope apron has the <span class=""st""><span class=""st""><span class=""st"">Winifred Huggins Woodland Park that was opened in February, 1979 as an ""English woodland"" planted from 1969 by Miss  Huggins and others. Trees include European beech, olives, pines and macrocarpa - a large one of which occupies the crater. Macrocarpa (<span class=""st""><span class=""st""><span class=""st""><span class=""st""><span class=""st""><span class=""st""><em>Cupressus macrocarpa</em> also known as Monterey cypress) was first brought to       New Zealand in the 1860s. Native earthworms are unlikely to survive such unremitting encroachments unless there are nature corridor reserves or remnant bushland refuges.&#160;A survey of Mt Wellington in 2011 (Blakemore 2012) found only exotics which have out-lasted and out-competed natives as there was no evidence of <em>T. orthostichon</em>, nor of any other truly New Zealand earthworms. Several unidentified species of flatworm planarian predators were recorded (Blakemore 2012) and exotic ants have also been noted from Mt Wellington that may both also threaten native earthworm survival.<br/></span></span></span></span></span></span>","This species was described on a single specimen originally collected over 150 years ago. There are no other survey reports of this earthworm species. The species was not found recently despite searches (Blakemore, 2012).",,"<span class=""st"">This species was described by Schmarda (1861) on a single specimen from ""Mt Wellington"". There has been confusion whether this was Mt Wellington, a prominent 1,200 m Asl high mountain above the township of Hobart, Tasmania. However, it was confirmed by Benham (1905) and Blakemore (2012) as being the 135 m Asl high Maungarei / Mount Wellington, New Zealand, which is the youngest and largest volcanic scoria cone of the Auckland volcanic field, having been formed by an eruption around 10,000 years ago.",No use or trade information exists for this species although Benham (1905) notes that other species in the genus were prized as food by Maori chiefs. Other New Zealand native earthworms were used as fishing bait or eel lures. Another traditional use of earthworms is as natural medicines.,Terrestrial,This species is classified at Extinct therefore no conservation or research is required.,Australasian,1854,false,false,Global
112361404,16288,Partula faba,Extinct,,2024,2017-09-04 00:00:00 UTC,3.1,English,"<em>Partula faba</em> was a snail species that was endemic to Raiatea and Tahaa in the Society Islands. After the introduction of the carnivorous Rosy Wolfsnail (<em>Euglandina rosea</em>) in the late 1980s, native partulid species began disappearing rapidly. By 1992 there were few left and no live wild individuals of this species were found during surveys in 1994 and 2000. The species was maintained in the international breeding programme until 2016 when the last individual died. It is now assessed as Extinct.",This was an arboreal species found in woodland.,The extinction of this species is attributed to predation by the introduced carnivorous Rosy Wolfsnail (<em>Euglandina rosea</em>).,The species is now extinct (since February 2016).,,"This species was endemic to Raiatea and Tahaa (neighbouring islands which share the same lagoon), Society Islands.",Many partulids were used in necklace making but no trade was recorded in this species.,Terrestrial,This species was maintained in the international breeding programme from 1991 to 2016.,Oceanian,1992,false,false,Global
112361870,16307,Partula cuneata,Extinct,,2024,2017-03-02 00:00:00 UTC,3.1,English,<em>Partula cuneata</em> was a tree snail species endemic to Raiatea in the Society Islands. It was last recorded in 1936; there were no further surveys within its range until 1992 by which time it was extinct. This can be attributed to predation by the carnivorous Rosy Wolfsnail (<em>Euglandina rosea</em>) which was introduced in the late 1980s. This species is now assessed as Extinct.,"This snail was an arboreal species, which was found in woodland areas.",The extinction of this species is attributed to the introduction of the carnivorous Rosy Wolfsnail (<em>Euglandina rosea</em>).,The species is now extinct.,,"This species was endemic to Raiatea, Society Islands.",Many partulids were used in necklace making but no trade was recorded in this species.,Terrestrial,"Since this species is now extinct, it is too late for any conservation actions.",Oceanian,1936,false,false,Global
112362293,16330,Partula tristis,Extinct,,2024,2017-03-03 00:00:00 UTC,3.1,English,<em>Partula tristis</em> was a tree snail species endemic to Raiatea in the Society Islands (French Polynesia). It is now Extinct. After the introduction of the carnivorous Rosy Wolfsnail (<em>Euglandina rosea</em>) in the late 1980s species began disappearing rapidly and most species were extinct by 1992. <em>Partula </em>tristis was probably lost in about 1990.,This snail species was arboreal and found in forest habitat.,The extinction of this species is attributed to predation by the introduced carnivorous Rosy Wolfsnail (<em>Euglandina rosea</em>).,The species is now Extinct.,,"This species was endemic to Tooroa valley on Raiatea, Society Islands (French Polynesia).",Many partulids were used in necklace making but no trade was recorded in this species.,Terrestrial,"None taken, the species is now extinct.",Oceanian,1934,false,false,Global
