internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
22728746,Mundia elpenor,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Mundia,elpenor,,,,,"(Olson, 1973)",""
22728760,Zapornia astrictocarpus,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Zapornia,astrictocarpus,,,,,"(Olson, 1973)",Zapornia astrictocarpus (del Hoyo and Collar 2014) was previously placed in the genus Porzana. Monotypic.
22728726,Porphyrio caerulescens,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Porphyrio,caerulescens,,,,,"(Selys Longchamps, 1848)",Porphyrio caerulescens (del Hoyo and Collar 2014) was previously listed as P. coerulescens.
22728763,Gallinula nesiotis,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Gallinula,nesiotis,,,,,"P.L. Sclater, 1861","Gallinula nesiotis and G. comeri (del Hoyo and Collar 2014) were previously lumped as G. nesiotis following Sibley and Monroe (1990, 1993) and Groenenburg et al. (2008, 2009), and before that had been treated as separate species by Collar and Stuart (1985)."
22728769,Fulica newtonii,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Fulica,newtonii,,,,,"Milne-Edwards, 1867",Fulica newtonii (del Hoyo and Collar 2014) was previously listed as F. newtoni.
22728800,Pterodroma rupinarum,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Pterodroma,rupinarum,,,,,"Olson, 1975",Sometimes placed in genus Pseudobulweria. Monotypic.
22728804,Bulweria bifax,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Bulweria,bifax,,,,,"Olson, 1975",Monotypic.
22728791,Threskiornis solitarius,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,THRESKIORNITHIDAE,Threskiornis,solitarius,,,,,"(Sélys-Longchamps, 1848)",""
22728781,Nycticorax duboisi,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Nycticorax,duboisi,,,,,"Rothschild, 1907",""
22728777,Nycticorax mauritianus,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Nycticorax,mauritianus,,,,,"(Newton & Gadow, 1893)",""
22728787,Nycticorax megacephalus,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Nycticorax,megacephalus,,,,,"(Milne-Edwards, 1873)",""
22728856,Mascarenotus murivorus,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Mascarenotus,murivorus,,,,,"(Milne-Edwards, 1873)",""
22728670,Upupa antaios,ANIMALIA,CHORDATA,AVES,BUCEROTIFORMES,UPUPIDAE,Upupa,antaios,,,,,"Olson, 1975",Monotypic.
103811601,Foudia delloni,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PLOCEIDAE,Foudia,delloni,,,,,"Cheke &amp; Hume, 2008",Foudia delloni (del Hoyo and Collar 2016) was described by Cheke and Hume (2008).  
22710836,Necropsar rodericanus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Necropsar,rodericanus,,,,,"Slater, 1879",""
103889951,Zosterops semiflavus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ZOSTEROPIDAE,Zosterops,semiflavus,,,,,"Newton, 1867","Zosterops maderaspatanus , Z. kirki and Z. semiflavus (del Hoyo and Collar 2016) were previously lumped as Z. maderaspatanus following Dowsett &amp; Forbes-Watson (1993) and Sibley &amp; Monroe (1990, 1993)."
22728847,Lophopsittacus mauritianus,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Lophopsittacus,mauritianus,,,,,"(Owen, 1866)",""
22728851,Necropsittacus rodricanus,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Necropsittacus,rodricanus,,,,,"(Milne-Edwards, 1867)",Necropsittacus rodricanus (del Hoyo and Collar 2014) was previously listed as N. rodericanus.
22714587,Nesillas aldabrana,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ACROCEPHALIDAE,Nesillas,aldabrana,,,,,"Benson & Penny, 1968",""
22710840,Fregilupus varius,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Fregilupus,varius,,,,,"(Boddaert, 1783)",""
268275087,Pytinicarpa tonitrui,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Pytinicarpa,tonitrui,,,,,"Lannuzel, Gâteblé &amp; M.Pignal",""
273147335,Mastigodiaptomus galapagoensis,ANIMALIA,ARTHROPODA,MAXILLOPODA,CALANOIDA,DIAPTOMIDAE,Mastigodiaptomus,galapagoensis,,,,,"Elías-Gutiérrez, Steinitz-Kannan, Suárez-Morales &amp; López, 2023",""
