internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
13152363,Chioninia coctei,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Chioninia,coctei,,,,,"(Duméril &amp; Bibron, 1839)",""
22692447,Hypotaenidia wakensis,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Hypotaenidia,wakensis,,,,,"Rothschild, 1903",Hypotaenidia wakensis (del Hoyo and Collar 2014) was previously placed in the genus Gallirallus. Monotypic.
22692672,Zapornia palmeri,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Zapornia,palmeri,,,,,"(Frohawk, 1892)",Zapornia palmeri (del Hoyo and Collar 2014) was previously placed in the genus Porzana.
103889155,Zosterops conspicillatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ZOSTEROPIDAE,Zosterops,conspicillatus,,,,,"(Kittlitz, 1832)",Zosterops conspicillatus and Z. saypani (del Hoyo and Collar 2016) were previously lumped as Z. conspicillatus following Slikas et al. (2000).
22708835,Turdus ravidus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,ravidus,,,,,"(Cory, 1886)",""
22685156,Psephotellus pulcherrimus,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Psephotellus,pulcherrimus,,,,,"(Gould, 1845)",Psephotellus pulcherrimus (del Hoyo and Collar 2014) was previously placed in the genus Psephotus.
103829706,Himatione fraithii,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Himatione,fraithii,,,,,"(Rothschild, 1892)","Himatione sanguinea and H. fraithii (del Hoyo and Collar 2016) were previously lumped as H. sanguinea following AOU (1998 &amp; supplements); Sibley &amp; Monroe (1990, 1993)."
103823250,Akialoa stejnegeri,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Akialoa,stejnegeri,,,,,"(Wilson, 1889)","Akialoa ellisiana, A. stejnegeri and A. lanaiensis (del Hoyo and Collar 2016) were previously placed in the genus Hemignathus and lumped as H. ellisianus following AOU (1998 and supplements)."
22708559,Myadestes myadestinus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Myadestes,myadestinus,,,,,"(Stejneger, 1887)",""
22720734,Psittirostra psittacea,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Psittirostra,psittacea,,,,,"(Gmelin, 1789)",""
212059494,Eugenia serrasuela,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eugenia,serrasuela,,,,,Krug &amp; Urb.,""
13132,Melomys rubicola,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Melomys,rubicola,,,,,"Thomas, 1924",""
