internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
43923,Oldenlandia adscensionis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Oldenlandia,adscensionis,,,,,(DC.) Cronk,""
43927,Sporobolus durus,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,Sporobolus,durus,,,,,Brongn.,""
4530,Characodon garmani,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,GOODEIDAE,Characodon,garmani,,,,,"Jordan &amp; Evermann, 1898","Garman reported a single female collected by E. Palmer in the early 1890's from a spring or endorheic stream near Parras, Coahuila, but regarded it as Characodon lateralis. Jordan and Evermann, however, restricted lateralis to Central America following the designation given by Günther and renamed this individual from Parras Characodon garmani without examinating it. Meek again used the name Characodon garmani for individuals from the Mezquital river, too, as the name Characodon lateralis was occupied for fish from ""lowland streams from Central America, north to the state of Jalisco"". This directly led to Regan synonymizing both species as Characodon lateralis, as he couldn't find any difference between them (as, except for this single female, all fish came from the Mezquital drainage). Finally, it was Smith and Miller (1983) who re-examined the Holotype of garmani and accepted the species as valid."
6144,Cyprinodon alvarezi,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Cyprinodon,alvarezi,,,,,"Miller, 1976",""
6174,Cyprinodon longidorsalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Cyprinodon,longidorsalis,,,,,"Lozano-Vilano &amp; Contreras-Balderas, 1993",""
6175,Cyprinodon veronicae,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Cyprinodon,veronicae,,,,,"Lozano-Vilano &amp; Contreras-Balderas, 1993",""
6176,Cyprinodon inmemoriam,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Cyprinodon,inmemoriam,,,,,"Lozano-Vilano &amp; Contreras-Balderas, 1993",""
6177,Cyprinodon ceciliae,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Cyprinodon,ceciliae,,,,,"Lozano-Vilano &amp; Contreras-Balderas, 1993",""
7589,Elimia clausa,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Elimia,clausa,,,,,"(Lea, 1861)",""
7595,Elimia pilsbryi,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PLEUROCERIDAE,Elimia,pilsbryi,,,,,"(Goodrich, 1927)","This has been recognised as a subspecies of Elimia catonaria. But is in AFS list. A. Bogan comments that other subspecies are also present: E. pastelli (Lea, 1858)."
8432,Evarra eigenmanni,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Evarra,eigenmanni,,,,,"Woolman, 1894",""
11459,Leiostyla lamellosa,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,LAURIIDAE,Leiostyla,lamellosa,,,,,"Lowe, 1852",""
133711,Senecio leucopeplus,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Senecio,leucopeplus,,,,,Cabrera,""
153621,Cambarellus chihuahuae,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,Cambarellus,chihuahuae,,,,,"Hobbs, 1980",""
153825,Cambarellus alvarezi,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,Cambarellus,alvarezi,,,,,"Villalobos, 1952",""
155726,Islamia ateni,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Islamia,ateni,,,,,"(Boeters, 1969)",""
155997,Bythinella gibbosa,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,BYTHINELLIDAE,Bythinella,gibbosa,,,,,"(Moquin-Tandon, 1856)","There are taxonomic issues relating to identity of the species in the genus Bythinella, but these can only be resolved with live specimens, and this species has not been recorded for over 50 years."
15867,Pacifastacus nigrescens,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,ASTACIDAE,Pacifastacus,nigrescens,,,,,"(Stimpson, 1857)",""
165210,Viola cryana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,VIOLACEAE,Viola,cryana,,,,,Gillot,""
165228,Bromus bromoideus,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,Bromus,bromoideus,,,,,(Lej.) Crep.,"Genetic studies suggest that this species should be regarded as a variant of the widespread Bromus secalinus L. (Ainouche and Bayer 1997), whilst Tourney (1968) earlier placed the taxon as a subspecies of Bromus grossus Desf. ex DC."
165247,Bromus interruptus,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,Bromus,interruptus,,,,,(Hack.) Druce,"Seed protein, allozyme, and nuclear DNA sequence studies have shown a very close similarity to the widespread B. hordeaceus L., from which B. interruptus is believed to have originated through mutation (Rumsey and Stroh 2020). Cope and Gray (2009) regarded the species as a natural mutation of B. hordeaceus.The first known collection of the species is from 1849 at Odsey, Cambridgeshire, UK (Rumsey and Stroh 2020). The species is considered a fodder crop wild relative (Maxted and Kell 2009, Hopkins and Maxted 2011)."
166049,Anabarilius macrolepis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,XENOCYPRIDIDAE,Anabarilius,macrolepis,,,,,"Yih &amp; Wu, 1964",""
168112,Pachnodus ladiguensis,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CERASTIDAE,Pachnodus,ladiguensis,,,,,"Gerlach, 2003",""
180996,Platytropius siamensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,HORABAGRIDAE,Platytropius,siamensis,,,,,"(Sauvage, 1883)",Platytropius siamensis was described from the Chao Phraya River in Bangkok (Sauvage 1883) as a species of Pseudeutropius. Hora (1937) subsequently erected the genus Platytropius for this species.
184612,Pseudamnicola singularis,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Pseudamnicola,singularis,,,,,"Letourneux &amp; Bourguignat, 1887",The generic position is uncertain due to lack of anatomical data.
18979,Marstonia olivacea,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Marstonia,olivacea,,,,,"Pilsbry, 1895","The genus Marstonia was formerly relegated to the synonomy of Pyrgulopsis by Hershler and Thompson (1987), but Thompson and Hershler (2002) later re-evaluated eastern North American species assigned to Pyrgulopsis and recognized them as distinct species of the genus Marstonia."
193438,Oeceoclades seychellarum,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,Oeceoclades,seychellarum,,,,,(Rolfe ex Summerh.) Garay &amp; P.Taylor,""
21741,Thermosphaeroma thermophilum,ANIMALIA,ARTHROPODA,MALACOSTRACA,ISOPODA,SPHAEROMATIDAE,Thermosphaeroma,thermophilum,,,,,"Richardson, 1897",""
30932,Kokia cookei,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,Kokia,cookei,,,,,O.Deg.,""
31636,Cnidoscolus fragrans,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,EUPHORBIACEAE,Cnidoscolus,fragrans,,,,,(H.B. K.) Pohl,""
32433,Ormosia howii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Ormosia,howii,,,,,Merr. &amp; Chun ex H.Y.Chen,""
32923,Sterculia khasiana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,Sterculia,khasiana,,,,,Debb. ex Biswas,""
33796,Myrcia skeldingii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Myrcia,skeldingii,,,,,Proctor,""
35920,Pradosia glaziovii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,SAPOTACEAE,Pradosia,glaziovii,,,,,(Pierre) T.D.Penn.,""
37821,Rhododendron kanehirae,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,ERICACEAE,Rhododendron,kanehirae,,,,,Wilson,""
40091,Pachnodus velutinus,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CERASTIDAE,Pachnodus,velutinus,,,,,"(Pfeiffer, 1841)",""
41027,Graecoanatolica macedonica,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Graecoanatolica,macedonica,,,,,"Radoman &amp; Stanovic, 1978",""
43993,Vanvoorstia bennettiana,PLANTAE,RHODOPHYTA,FLORIDEOPHYCEAE,CERAMIALES,DELESSERIACEAE,Vanvoorstia,bennettiana,,,,,(Harv.) Papenf.,"The genus Vanvoorstia contains three species. Vanvoorstia spectabilis and V. coccinea are common tropical (Indo-Pacific, including GBR) species, with the former also recorded from Lord Howe Island. While some confusion exists as to the exact differences between these two species (Price and Scott 1992), both are easily distinguished and considered very different from V. bennettiana, a very much smaller- and finer-meshed species in which the tetrasporangial stichidia are also easily defined. There are now four species. Eric Coppejans (pers. comm.) indicates that there is a new species he described from East Africa which is probably Critically Endangered: Vanvoorstia incipiens De Clerck, Wynne &amp; Coppejans (Phycologia 38 (1999): 394-400). This newly described species occurs massively in a single (rather small) bay along the east coast of Zanzibar, at about low tide level (large amounts drifting or entangled to other seaweeds in intertidal pools). Coppejans carried out over 200 collecting excursions along the Kenyan, Tanzanian (incl. Zanzibar) coast and NEVER found a single specimen anywhere else than the type locality, where we find it again year after year. It doesn't occur in the neighbouring bays, which look ""identical"" to this one! If that bay would be disturbed (harbour, oil pollution, etc.) the only known (type) locality would disappear and we would have a similar story there within the same genus!! Apparently some representatives do not succeed in colonizing larger areas!"
44074,Achyranthes atollensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,AMARANTHACEAE,Achyranthes,atollensis,,,,,H.St.John,Treated by some as a variety under A. splendens (Achyranthes splendens var. atollensis (H. St. John) Govaerts) see World Checklist of Seed Plants 1(1): 6. 1995.
44109,Cyanea pinnatifida,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,pinnatifida,,,,,(Cham.) E.Wimm.,""
60792,Tristramella intermedia,ANIMALIA,CHORDATA,ACTINOPTERYGII,CICHLIFORMES,CICHLIDAE,Tristramella,intermedia,,,,,"Steinitz &amp; Ben-Tuvia, 1959","Was previously included in T. simonis, but is valid as a separate species (N. Bogutskaya, pers. comm.)."
61365,Tristramella magdelainae,ANIMALIA,CHORDATA,ACTINOPTERYGII,CICHLIFORMES,CICHLIDAE,Tristramella,magdelainae,,,,,"(Lortet, 1883)",""
6179,Cyprinus yilongensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Cyprinus,yilongensis,,,,,"Yang et al., 1977",""
63545,Begonia eiromischa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CUCURBITALES,BEGONIACEAE,Begonia,eiromischa,,,,,Ridl.,""
7863,Epioblasma arcaeformis,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,UNIONIDAE,Epioblasma,arcaeformis,,,,,"(I. Lea, 1831)",Was listed in the 1996 IUCN Red List under the name Dysnomia arcaeformis?.
7864,Epioblasma biemarginata,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,UNIONIDAE,Epioblasma,biemarginata,,,,,"(I. Lea, 1857)",Was listed in the 1996 IUCN Red List under the name Dysnomia biemarginata?.
780,Alasmidonta mccordi,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONIDA,UNIONIDAE,Alasmidonta,mccordi,,,,,"Athearn, 1964","The current spelling of the specific name is correct. Clarke's (1985) spelling change, Alasmidonta maccordi, was unjustified and constituted a recommendation only (Turgeon et al. 1998). A list of synonyms for this species can be found on The MUSSEL project web site (Graf and Cummings 2011)."
202375,Cyprinodon arcuatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Cyprinodon,arcuatus,,,,,"Minckley &amp; Miller, 2002",""
7705,Empetrichthys merriami,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Empetrichthys,merriami,,,,,"Gilbert, 1893",""
54837,Nectophrynoides asperginis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Nectophrynoides,asperginis,,,,,"Poynton, Howell, Clarke &amp; Lovett, 1999",""
8888,Gambusia amistadensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,POECILIIDAE,Gambusia,amistadensis,,,,,"Peden, 1973",""
8128,Etheostoma sellare,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Etheostoma,sellare,,,,,"(Radcliffe & Welsh, 1913)",""
8891,Gambusia georgei,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,POECILIIDAE,Gambusia,georgei,,,,,"Hubbs & Peden, 1969",""
17874,Pogonichthys ciscoides,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Pogonichthys,ciscoides,,,,,"Hopkirk, 1974",""
73,Mirogrex hulensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Mirogrex,hulensis,,,,,"Goren, Fishelson &amp; Trewavas, 1973",""
18384,Prototroctes oxyrhynchus,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,RETROPINNIDAE,Prototroctes,oxyrhynchus,,,,,"Günther, 1870",""
22379,Tropodiaptomus ctenopus,ANIMALIA,ARTHROPODA,MAXILLOPODA,CALANOIDA,DIAPTOMIDAE,Tropodiaptomus,ctenopus,,,,,"(Kiefer, 1930)",""
611,Afrocyclops pauliani,ANIMALIA,ARTHROPODA,HEXANAUPLIA,CYCLOPOIDA,CYCLOPIDAE,Afrocyclops,pauliani,,,,,"Lindberg, 1951",""
22148,Trigonoscuta yorbalindae,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CURCULIONIDAE,Trigonoscuta,yorbalindae,,,,,"Pierce, 1975",""
9066,Geonemertes rodericana,ANIMALIA,NEMERTEA,NEMERTEA,HOPLONEMERTEA,PROSORHOCHMIDAE,Geonemertes,rodericana,,,,,"(Gulliver, 1879)",""
18761,Pteropus subniger,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Pteropus,subniger,,,,,"(Kerr, 1792)",""
7121,Elaphurus davidianus,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,CERVIDAE,Elaphurus,davidianus,,,,,"Milne-Edwards, 1866",""
41320,Cryptonanus ignitus,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Cryptonanus,ignitus,,,,,"(Díaz, Flores &amp; Barquez, 2002)","Díaz et al. (2002) described Gracilinanus ignitus as a new species. Voss et al. (2005) described a new genus, Cryptonanus, and transferred G. ignitus to this new genus."
14676,Nesophontes zamicrus,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,NESOPHONTIDAE,Nesophontes,zamicrus,,,,,"Miller, 1929",""
14673,Nesophontes micrus,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,NESOPHONTIDAE,Nesophontes,micrus,,,,,"G.M. Allen, 1917",""
14674,Nesophontes paramicrus,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,NESOPHONTIDAE,Nesophontes,paramicrus,,,,,"Miller, 1929",""
14672,Nesophontes hypomicrus,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,NESOPHONTIDAE,Nesophontes,hypomicrus,,,,,"Miller, 1929",""
20322,Solenodon marcanoi,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SOLENODONTIDAE,Solenodon,marcanoi,,,,,"(Patterson, 1962)",""
10168,Hippotragus leucophaeus,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Hippotragus,leucophaeus,,,,,"(Pallas, 1766)",""
19148,Lithobates fisheri,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Lithobates,fisheri,,,,,"(Stejneger, 1893)","Morphological analyses support the view that Lithobates fisheri represents a distinct species (Jennings et al. 1995). Subpopulations from central Arizona and western New Mexico previously attributed to L. chiricahuensis have been suggested to belong to species on the basis of mtDNA analysis (Hekkala et al. 2011), however, this claim is disputed and is currently not recognized (Herrman et al. 2021)."
56413,Craugastor anciano,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,anciano,,,,,"(Savage, McCranie &amp; Wilson, 1988)",This species was previously included in the genus Eleutherodactylus (Crawford and Smith 2005).
56782,Craugastor myllomyllon,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,myllomyllon,,,,,"(Savage, 2000)",This species was previously within the genus Eleutherodactylus (Crawford and Smith 2005). There is some doubt as to the correctness of the locality data associated with the specimen and there might also be taxonomic problems with this species (J. Savage pers. comm.).
56810,Craugastor omoaensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,omoaensis,,,,,"(McCranie &amp; Wilson, 1997)",This species was previously included in the genus Eleutherodactylus (Crawford and Smith 2005).
59376,Pseudoeurycea exspectata,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Pseudoeurycea,exspectata,,,,,"Stuart, 1954",""
56605187,Diplazium laffanianum,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,ATHYRIACEAE,Diplazium,laffanianum,,,,,(Baker) C.Chr.,""
15949,Pantanodon madagascariensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,POECILIIDAE,Pantanodon,madagascariensis,,,,,"(Arnoult, 1963)","The placement of Pantanodon is problematic. Based on the most recent studies, it should be placed under Poeciliidae (Parenti 1981, Ghedotti 2000) (J. Sparks pers. comm.)"
231,Acipenser dabryanus,ANIMALIA,CHORDATA,ACTINOPTERYGII,ACIPENSERIFORMES,ACIPENSERIDAE,Acipenser,dabryanus,,,,,"Duméril, 1869",""
32059,Mangifera casturi,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,ANACARDIACEAE,Mangifera,casturi,,,,,Kosterm.,Mangifera casturi Kosterm. belongs to Taxon Group two of Mango M. indica L.
62758119,Arachis rigonii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Arachis,rigonii,,,,,Krapov. &amp; W.C.Greg.,"Arachis rigonii Krapov. &amp; W.C.Greg. is a tertiary wild relative of Peanut, A. hypogaea L., according to the Harlan and De Wet (1971) Gene Pool concept (USDA, Agricultural Research Service, National Plant Germplasm System 2020)."
62798275,Lepidium amissum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BRASSICALES,BRASSICACEAE,Lepidium,amissum,,,,,de Lange et Heenan,""
62798292,Lepidium obtusatum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BRASSICALES,BRASSICACEAE,Lepidium,obtusatum,,,,,Kirk,""
62798304,Logania depressa,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,LOGANIACEAE,Logania,depressa,,,,,Hook.f.,""
62798347,Trilepidea adamsii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SANTALALES,LORANTHACEAE,Trilepidea,adamsii,,,,,(Cheeseman) Tiegh.,""
63488699,Contomastix charrua,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,TEIIDAE,Contomastix,charrua,,,,,"Cabrera &amp; Carreira, 2009","Contomastix charrua was described from a population referred to Cnemidophorus (now Contomastix) lacertoides on the basis of differences in coloration, structure of the hyoid apparatus and geological history of the cape (Cabrera and Carreira 2009). Borteiro et al. (2013) found no morphological differences between the two taxa and referred C. charrua to the synonymy of C. lacertoides. S. Carreira (pers. comm. 2016) indicates that ongoing research has identified additional differences that may warrant recognizing C. charrua as a separate species, and recommends retaining C. charrua as a valid species pending comparison with material from the C. lacertoides type locality, which was not done by Borteiro et al. (2013)."
59445,Hypselotriton wolterstorffi,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Hypselotriton,wolterstorffi,,,,,"(Boulenger, 1905)",""
37595,Lachanodes arborea,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,Lachanodes,arborea,,,,,(Roxb.) B.Nord.,""
37854,Acalypha rubrinervis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,EUPHORBIACEAE,Acalypha,rubrinervis,,,,,Cronk,""
30560,Trochetiopsis erythroxylon,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,Trochetiopsis,erythroxylon,,,,,(G.Forst.) Marais,""
37598,Nesiota elliptica,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,RHAMNACEAE,Nesiota,elliptica,,,,,(Roxb.) Hook.f.,""
69620808,Galba vancouverensis,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,LYMNAEIDAE,Galba,vancouverensis,,,,,"(Baker, 1939)",""
168180,Plectostoma sciaphilum,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,DIPLOMMATINIDAE,Plectostoma,sciaphilum,,,,,"(van Benthem-Jutting, 1952)",Recent taxonomic work by Liew Thorseng has shown that this species is part of the genus Plectostoma. 
19476,Rheobatrachus vitellinus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MYOBATRACHIDAE,Rheobatrachus,vitellinus,,,,,"Mahony, Tyler &amp; Davies, 1984",""
19475,Rheobatrachus silus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MYOBATRACHIDAE,Rheobatrachus,silus,,,,,"Liem, 1973",""
