assessmentId,internalTaxonId,scientificName,code,name,stressCode,stressName,ancestry,ias,internationalTrade,scope,severity,text,timing,virus
228867194,22728873,Cabalus modestus,8.1.2,Named species,2.3.7,Reduced reproductive success,,Unspecified Rattus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
228867194,22728873,Cabalus modestus,8.1.2,Named species,1.2,Ecosystem degradation,,Capra hircus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
228867194,22728873,Cabalus modestus,8.1.2,Named species,1.2,Ecosystem degradation,,Ovis aries,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
228867194,22728873,Cabalus modestus,8.1.2,Named species,1.2,Ecosystem degradation,,Oryctolagus cuniculus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
228867194,22728873,Cabalus modestus,8.1.2,Named species,2.1,Species mortality,,Felis catus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
228867194,22728873,Cabalus modestus,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Whole (>90%),Very Rapid Declines,,"Past, Unlikely to Return",
230915546,22732926,Pomarea fluxa,8.1.2,Named species,2.3.7,Reduced reproductive success,,Rattus exulans,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230915546,22732926,Pomarea fluxa,8.1.2,Named species,2.3.7,Reduced reproductive success,,Rattus rattus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230915546,22732926,Pomarea fluxa,8.1.1,Unspecified species,2.1,Species mortality,,,,Whole (>90%),Rapid Declines,Unspecified micro-organisms,"Past, Unlikely to Return",
230915546,22732926,Pomarea fluxa,8.1.2,Named species,2.1,Species mortality,Feral,Felis catus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230915546,22732926,Pomarea fluxa,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
235580956,22698593,Traversia lyalli,8.1.2,Named species,2.1,Species mortality,,Felis catus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
235580956,22698593,Traversia lyalli,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,"Past, Unlikely to Return",
236663133,37924,Fitchia mangarevensis,7.1.1,Increase in fire frequency/intensity,"","",,,,,,,"Past, Unlikely to Return",
236663133,37924,Fitchia mangarevensis,2.1.2,Small-holder farming,"","",,,,,,,"Past, Unlikely to Return",
236663133,37924,Fitchia mangarevensis,8.1.1,Unspecified species,"","",,,,,,,"Past, Unlikely to Return",
241413513,34169,Dendroseris gigantea,2.3.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
241413513,34169,Dendroseris gigantea,8.1.2,Named species,"","",,Rattus norvegicus,,,,,Ongoing,
241413513,34169,Dendroseris gigantea,8.1.2,Named species,"","",,Rattus rattus,,,,,Ongoing,
241413513,34169,Dendroseris gigantea,8.1.2,Named species,"","",,Oryctolagus cuniculus,,,,,Ongoing,
241413513,34169,Dendroseris gigantea,8.1.2,Named species,"","",,Capra hircus,,,,,Ongoing,
200411463,199978606,Coreoblemus parvicollis,7.2.10,Large dams,1.1|1.2|2.1,Ecosystem conversion|Ecosystem degradation|Species mortality,,,,Whole (>90%),Very Rapid Declines,,"Past, Unlikely to Return",
237471616,136721,Bos primigenius,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,No,,,,"Past, Unlikely to Return",
237471616,136721,Bos primigenius,8.2,Problematic native species/diseases,2.1,Species mortality,,,,,,,"Past, Unlikely to Return",
237471616,136721,Bos primigenius,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,"Past, Unlikely to Return",
243426977,41888,Encephalartos heenanii,2.2.2,Agro-industry plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
243426977,41888,Encephalartos heenanii,7.1.2,Supression in fire frequency/intensity,2.3.8,Other,,,,Majority (50-90%),"Slow, Significant Declines",,"Past, Likely to Return",
243426977,41888,Encephalartos heenanii,5.2.1,Intentional use (species is the target),2.1|2.3.8,Species mortality|Other,,,Yes,Whole (>90%),Very Rapid Declines,,"Past, Likely to Return",
228004766,22691056,Pampusana salamonis,8.1.2,Named species,2.1|2.3.7,Species mortality|Reduced reproductive success,,Unspecified Rattus,,Majority (50-90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
228004766,22691056,Pampusana salamonis,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,"Past, Unlikely to Return",
228004766,22691056,Pampusana salamonis,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,No,Minority (<50%),"Slow, Significant Declines",,"Past, Unlikely to Return",
228004766,22691056,Pampusana salamonis,8.1.2,Named species,2.1,Species mortality,,Canis familiaris,,Majority (50-90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
228004766,22691056,Pampusana salamonis,8.1.2,Named species,2.1,Species mortality,,Felis catus,,Majority (50-90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
228004766,22691056,Pampusana salamonis,8.1.2,Named species,2.1,Species mortality,,Sus domesticus,,Majority (50-90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
228004766,22691056,Pampusana salamonis,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,"Past, Unlikely to Return",
230929845,22704335,Moho bishopi,8.1.2,Named species,2.3.7,Reduced reproductive success,Wild,Rattus rattus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230929845,22704335,Moho bishopi,8.1.2,Named species,1.2,Ecosystem degradation,,Unspecified FORMICIDAE,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230929845,22704335,Moho bishopi,8.1.2,Named species,1.2,Ecosystem degradation,Feral,Capra hircus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230929845,22704335,Moho bishopi,8.1.2,Named species,1.2,Ecosystem degradation,Feral,Sus domesticus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230929845,22704335,Moho bishopi,8.1.2,Named species,1.2,Ecosystem degradation,Wild,Axis axis,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230929845,22704335,Moho bishopi,2.3.3,"Agro-industry grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230929845,22704335,Moho bishopi,8.1.2,Named species,1.2,Ecosystem degradation,,Miconia calvescens,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230929845,22704335,Moho bishopi,8.1.1,Unspecified species,2.1,Species mortality,,,,Whole (>90%),Rapid Declines,Domestic Dog (Canis familiaris),"Past, Unlikely to Return",
230929845,22704335,Moho bishopi,8.1.2,Named species,2.1,Species mortality,Feral,Canis familiaris,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230929845,22704335,Moho bishopi,8.1.2,Named species,2.1,Species mortality,Feral,Felis catus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230929845,22704335,Moho bishopi,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230929845,22704335,Moho bishopi,8.1.2,Named species,2.1,Species mortality,,Plasmodium relictum,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230929845,22704335,Moho bishopi,8.5.2,Named species,2.1,Species mortality,,,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",Avipoxvirus
230938174,22704342,Moho nobilis,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Whole (>90%),Unknown,,"Past, Unlikely to Return",
230938174,22704342,Moho nobilis,8.1.1,Unspecified species,2.1,Species mortality,,,,Whole (>90%),Unknown,Unspecified micro-organisms,"Past, Unlikely to Return",
230938174,22704342,Moho nobilis,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230938174,22704342,Moho nobilis,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,No,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230941073,22704348,Chaetoptila angustipluma,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Unknown,Unknown,,"Past, Unlikely to Return",
230941073,22704348,Chaetoptila angustipluma,8.1.1,Unspecified species,2.1,Species mortality,,,,Whole (>90%),Rapid Declines,Introduced predators,"Past, Unlikely to Return",
230941073,22704348,Chaetoptila angustipluma,5.1.1,Intentional use (species is the target),2.1|2.2,Species mortality|Species disturbance,,,No,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230941073,22704348,Chaetoptila angustipluma,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230949308,22705595,Turnagra capensis,8.1.2,Named species,2.3.7,Reduced reproductive success,,Rattus rattus,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230949308,22705595,Turnagra capensis,2.3.3,"Agro-industry grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
230949308,22705595,Turnagra capensis,8.4.1,Unspecified species,2.1,Species mortality,,,,Whole (>90%),Rapid Declines,Introduced predators,"Past, Unlikely to Return",
230957445,22728820,Turnagra tanagra,8.1.2,Named species,2.3.7,Reduced reproductive success,Wild,Rattus rattus,,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
230957445,22728820,Turnagra tanagra,8.1.2,Named species,2.1,Species mortality,Feral,Felis catus,,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
230957445,22728820,Turnagra tanagra,2.2.1,Small-holder plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
230957445,22728820,Turnagra tanagra,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
230957445,22728820,Turnagra tanagra,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
230957445,22728820,Turnagra tanagra,5.3.4,Unintentional effects: (large scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
230957445,22728820,Turnagra tanagra,8.1.1,Unspecified species,2.1,Species mortality,,,,Whole (>90%),Rapid Declines,Introduced mammals,"Past, Unlikely to Return",
238869019,22685156,Psephotellus pulcherrimus,8.1.2,Named species,1.2,Ecosystem degradation,,Opuntia stricta,,Unknown,Unknown,,"Past, Unlikely to Return",
238869019,22685156,Psephotellus pulcherrimus,11.2,Droughts,1.2|2.3.5,Ecosystem degradation|Inbreeding,,,,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
238869019,22685156,Psephotellus pulcherrimus,7.1.3,Trend Unknown/Unrecorded,1.2|2.3.5,Ecosystem degradation|Inbreeding,,,,Whole (>90%),Unknown,,"Past, Unlikely to Return",
238869019,22685156,Psephotellus pulcherrimus,8.1.1,Unspecified species,1.2|2.3.5,Ecosystem degradation|Inbreeding,,,,Whole (>90%),Unknown,Prickly Pear (Opuntia stricta),"Past, Unlikely to Return",
238869019,22685156,Psephotellus pulcherrimus,8.2.1,Unspecified species,2.1|2.3.5,Species mortality|Inbreeding,,,,Unknown,Unknown,,"Past, Unlikely to Return",
238869019,22685156,Psephotellus pulcherrimus,8.1.1,Unspecified species,2.1|2.3.5,Species mortality|Inbreeding,,,,Whole (>90%),Unknown,Unspecified micro-organisms,"Past, Unlikely to Return",
238869019,22685156,Psephotellus pulcherrimus,8.1.2,Named species,2.1|2.3.5,Species mortality|Inbreeding,Feral,Felis catus,,Majority (50-90%),Unknown,,"Past, Unlikely to Return",
238869019,22685156,Psephotellus pulcherrimus,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2|2.3.5,Ecosystem conversion|Ecosystem degradation|Inbreeding,,,,Whole (>90%),Unknown,,"Past, Unlikely to Return",
238869019,22685156,Psephotellus pulcherrimus,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.1|1.2|2.3.5,Ecosystem conversion|Ecosystem degradation|Inbreeding,,,,Majority (50-90%),Unknown,,"Past, Unlikely to Return",
238869019,22685156,Psephotellus pulcherrimus,5.1.1,Intentional use (species is the target),2.1|2.3.5|2.3.7,Species mortality|Inbreeding|Reduced reproductive success,,,No,Unknown,Unknown,,"Past, Unlikely to Return",
241563797,103780078,Acrocephalus luscinius,8.1.2,Named species,1.2,Ecosystem degradation,,Coccinia grandis,,Majority (50-90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
241563797,103780078,Acrocephalus luscinius,8.1.2,Named species,1.2,Ecosystem degradation,,Capra hircus,,Majority (50-90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
241563797,103780078,Acrocephalus luscinius,8.1.2,Named species,2.1,Species mortality,Wild,Unspecified Rattus,,Majority (50-90%),Rapid Declines,,"Past, Unlikely to Return",
241563797,103780078,Acrocephalus luscinius,8.1.2,Named species,2.1,Species mortality,,Boiga irregularis,,Whole (>90%),Very Rapid Declines,,"Past, Unlikely to Return",
241563797,103780078,Acrocephalus luscinius,8.2.2,Named species,2.1,Species mortality,,Varanus indicus,,Minority (<50%),Negligible declines,,"Past, Unlikely to Return",
241563797,103780078,Acrocephalus luscinius,8.1.2,Named species,2.1,Species mortality,Unknown Ancestry,Felis catus,,Minority (<50%),Rapid Declines,,"Past, Unlikely to Return",
241563797,103780078,Acrocephalus luscinius,7.1.1,Increase in fire frequency/intensity,1.2|2.3.7,Ecosystem degradation|Reduced reproductive success,,,,Minority (<50%),"Slow, Significant Declines",,"Past, Unlikely to Return",
